image_id,caption_id,cap,extended_cap
1764955991_5e53a28c87.jpg,1764955991_5e53a28c87.jpg#2,A dog with a ball in his mouth running down a road covered in leaves .,A dog with a ball in his mouth running down a road covered in leaves
1772859261_236c09b861.jpg,1772859261_236c09b861.jpg#2,A dog splashes through the water .,"A dog splashes through the water, soaked, wet, playful, Labrador, shoreline, beach."
2541104331_a2d65cfa54.jpg,1772859261_236c09b861.jpg#2,A dog splashes through the water .,"A dog splashes through the water, soaked, wet, playful, Labrador, shoreline, beach."
2938747424_64e64784f0.jpg,1772859261_236c09b861.jpg#2,A dog splashes through the water .,"A dog splashes through the water, soaked, wet, playful, Labrador, shoreline, beach."
3498327617_d2e3db3ee3.jpg,1772859261_236c09b861.jpg#2,A dog splashes through the water .,"A dog splashes through the water, soaked, wet, playful, Labrador, shoreline, beach."
1772859261_236c09b861.jpg,3461041826_0e24cdf597.jpg#2,A black and white dog is splashing in a stream .,"A black and white dog is splashing in a stream, playful, wet, happy, cheerful, furry, energetic, outdoors."
180094434_b0f244832d.jpg,180094434_b0f244832d.jpg#2,Three boys play around a fountain in an office building courtyard .,"Three boys play around a fountain in an office building courtyard, water-splashing, energetic, joyful, playful, urban, outdoor."
189721896_1ffe76d89e.jpg,466956209_2ffcea3941.jpg#2,person rock climbing,person rock climbing
309687244_4bdf3b591f.jpg,466956209_2ffcea3941.jpg#2,person rock climbing,person rock climbing
3502343542_f9b46688e5.jpg,466956209_2ffcea3941.jpg#2,person rock climbing,person rock climbing
466956209_2ffcea3941.jpg,466956209_2ffcea3941.jpg#2,person rock climbing,person rock climbing
189721896_1ffe76d89e.jpg,997722733_0cb5439472.jpg#2,A person in a red shirt climbing up a rock face covered in assist handles .,"A person in a red shirt climbing up a rock face covered in assist handles, rock-climbing, adventurer, risky, adrenaline, mountain, daring, challenging, outdoor, nature."
191003285_edd8d0cf58.jpg,191003285_edd8d0cf58.jpg#2,A man and young girl eat a meal on a city street .,"A man and young girl eat a meal on a city street, al fresco dining, urban, sidewalk cafe, street food, people-watching, delicious cuisine."
197107117_4b438b1872.jpg,197107117_4b438b1872.jpg#2,A rock climber climbs in between two very large rocks .,"A rock climber climbs in between two very large rocks, challenging, adrenaline, extreme, adventure, outdoors, nature, mountain, ascent, equipment, safety gear."
2021613437_d99731f986.jpg,2021613437_d99731f986.jpg#2,A boy wearing a Steve Nash shirt dribbles a basketball on an indoor court .,A boy wearing a Steve Nash shirt dribbles a basketball on an indoor court
2021613437_d99731f986.jpg,2271755053_e1b1ec8442.jpg#2,The boy is playing basketball .,"The boy is playing basketball, dribbling, shooting, scoring, athletic, hoop, court, sneakers."
2271755053_e1b1ec8442.jpg,2271755053_e1b1ec8442.jpg#2,The boy is playing basketball .,"The boy is playing basketball, dribbling, shooting, scoring, athletic, hoop, court, sneakers."
2077079696_03380d218b.jpg,2077079696_03380d218b.jpg#2,A man is hiking on a mountaintop on a cloudy day .,"A man is hiking on a mountaintop on a cloudy day, backpacker, mountaineer, scenic, misty, foggy, adventure, exploration, altitude."
2083434441_a93bc6306b.jpg,2083434441_a93bc6306b.jpg#2,An older woman with blond hair rides a bicycle down the street .,An older woman with blond hair rides a bicycle down the street
2084217208_7bd9bc85e5.jpg,2084217208_7bd9bc85e5.jpg#2,A woman riding a bike in a park,"A woman riding a bike in a park, cycling, exercise, recreation, outdoors, nature, greenery, leisure."
2086513494_dbbcb583e7.jpg,3506560025_8d0f4f9ac4.jpg#2,A woman holding a camera .,"A woman holding a camera, photographer, hobbyist, lens, snapshot, memory, shutter, technology, digital."
2103568100_5d018c495b.jpg,3610683688_bbe6d725ed.jpg#2,A dog wading into the water,"A dog wading into the water, swimming, wet, paws, fur, playful, summer."
2140182410_8e2a06fbda.jpg,2140182410_8e2a06fbda.jpg#2,The kid is on a float in the snow .,"The kid is on a float in the snow, enjoying, sled, winter, cold, snowflakes, outdoor activities, recreation."
2167644298_100ca79f54.jpg,2167644298_100ca79f54.jpg#2,A man wearing all black and a black hat is smiling .,"A man wearing all black and a black hat is smiling, happy, fashionable, stylish, urban, mysterious."
2307118114_c258e3a47e.jpg,2167644298_100ca79f54.jpg#2,A man wearing all black and a black hat is smiling .,"A man wearing all black and a black hat is smiling, happy, fashionable, stylish, urban, mysterious."
2183227136_8bb657846b.jpg,2183227136_8bb657846b.jpg#2,A person on the beach beside the ocean at sunset .,"A person on the beach beside the ocean at sunset, serene, peaceful, sand, waves, orange sky, horizon, water."
219070971_ae43410b9e.jpg,219070971_ae43410b9e.jpg#2,A man in red pushes his motocross bike up a rock .,"A man in red pushes his motocross bike up a rock, extreme sports, adrenaline rush, rugged terrain, dirt, adventure, outdoors, athlete."
2194494220_bb2178832c.jpg,3397220683_4aca010f86.jpg#2,A person is standing on skis in the snow with a dog .,"A person is standing on skis in the snow with a dog, skiing, winter sports, pet-friendly, furry companion, snow-clad, frozen landscape."
2196846255_2c1635359a.jpg,2196846255_2c1635359a.jpg#2,A wrinkled dog wading in shallow water .,"A wrinkled dog wading in shallow water, wet fur, sandy beach, canine, playful, summer, refreshing, paws splashing."
2256133102_e2c8314ecb.jpg,2256133102_e2c8314ecb.jpg#2,An individual rappelling down a cliff towards the water,An individual rappelling down a cliff towards the water
2256133102_e2c8314ecb.jpg,461505235_590102a5bf.jpg#2,A person descends a rope from a cliff into the ocean .,"A person descends a rope from a cliff into the ocean, abseiling, adventure, adrenaline, thrill, water, waves, rocks."
229862312_1a0ba19dab.jpg,229862312_1a0ba19dab.jpg#2,A dog rolling in the grass .,"A dog rolling in the grass, playful, happy, carefree, furry, greenery, enjoying the outdoors."
2953015871_cae796b6e7.jpg,229862312_1a0ba19dab.jpg#2,A dog rolling in the grass .,"A dog rolling in the grass, playful, happy, carefree, furry, greenery, enjoying the outdoors."
348380010_33bb0599ef.jpg,229862312_1a0ba19dab.jpg#2,A dog rolling in the grass .,"A dog rolling in the grass, playful, happy, carefree, furry, greenery, enjoying the outdoors."
2333288869_8c01e4c859.jpg,2843695880_eeea6c67db.jpg#2,Two people in water .,"Two people in water, swimming, splashing, refreshing, summer, fun, ocean, lake, beach."
2340206885_58754a799a.jpg,2340206885_58754a799a.jpg#2,Three dogs in the snow .,"Three dogs in the snow, cold, snowy, wintery, furry, playful, happy, domesticated, pets, animals, canines."
2358561039_e215a8d6cd.jpg,1287073593_f3d2a62455.jpg#2,Dogs pulling a sled in a sled race .,"Dogs pulling a sled in a sled race, mushing, snowy, team effort, competitive, Alaskan huskies, winter sport, snowy wilderness."
2373234213_4ebe9c4ee5.jpg,2373234213_4ebe9c4ee5.jpg#2,One boy jumps over another boy on a trampoline .,"One boy jumps over another boy on a trampoline, energetic, acrobatic, playful, bouncing, fun, activity, backyard."
2396025708_e4a72e2558.jpg,3071676551_a65741e372.jpg#2,A surfer is riding a wave .,"A surfer is riding a wave, ocean, surfboard, beach, water, adrenaline, wet suit."
2984174290_a915748d77.jpg,3071676551_a65741e372.jpg#2,A surfer is riding a wave .,"A surfer is riding a wave, ocean, surfboard, beach, water, adrenaline, wet suit."
3064383768_f6838f57da.jpg,3071676551_a65741e372.jpg#2,A surfer is riding a wave .,"A surfer is riding a wave, ocean, surfboard, beach, water, adrenaline, wet suit."
3071676551_a65741e372.jpg,3071676551_a65741e372.jpg#2,A surfer is riding a wave .,"A surfer is riding a wave, ocean, surfboard, beach, water, adrenaline, wet suit."
3162045919_c2decbb69b.jpg,3071676551_a65741e372.jpg#2,A surfer is riding a wave .,"A surfer is riding a wave, ocean, surfboard, beach, water, adrenaline, wet suit."
3631986552_944ea208fc.jpg,3071676551_a65741e372.jpg#2,A surfer is riding a wave .,"A surfer is riding a wave, ocean, surfboard, beach, water, adrenaline, wet suit."
2396025708_e4a72e2558.jpg,3413571342_b9855795e2.jpg#2,A surfer rides a wave in a clear blue ocean .,"A surfer rides a wave in a clear blue ocean, surfing, oceanic, aquatic, splashes, board, sun, horizon, thrill-seeking."
2901880865_3fd7b66a45.jpg,3413571342_b9855795e2.jpg#2,A surfer rides a wave in a clear blue ocean .,"A surfer rides a wave in a clear blue ocean, surfing, oceanic, aquatic, splashes, board, sun, horizon, thrill-seeking."
3071676551_a65741e372.jpg,3413571342_b9855795e2.jpg#2,A surfer rides a wave in a clear blue ocean .,"A surfer rides a wave in a clear blue ocean, surfing, oceanic, aquatic, splashes, board, sun, horizon, thrill-seeking."
3085667767_66041b202e.jpg,3413571342_b9855795e2.jpg#2,A surfer rides a wave in a clear blue ocean .,"A surfer rides a wave in a clear blue ocean, surfing, oceanic, aquatic, splashes, board, sun, horizon, thrill-seeking."
3413571342_b9855795e2.jpg,3413571342_b9855795e2.jpg#2,A surfer rides a wave in a clear blue ocean .,"A surfer rides a wave in a clear blue ocean, surfing, oceanic, aquatic, splashes, board, sun, horizon, thrill-seeking."
241345905_5826a72da1.jpg,241345905_5826a72da1.jpg#2,An injured football player is being nursed on the field in the middle of a game .,"An injured football player is being nursed on the field in the middle of a game, sport, athletic, team, medical attention, field of play, competitive, physical activity."
241346508_0b3907a95b.jpg,2526041608_a9775ab8d7.jpg#2,The young football player is trying to avoid being tackled .,"The young football player is trying to avoid being tackled, agile, athletic, sportsman, competitive, game, field, helmet."
241347204_007d83e252.jpg,241347204_007d83e252.jpg#2,Football players gathering to contest something to collaborating officials .,"Football players gathering to contest something to collaborating officials, sportsmanship, dispute, disagreement, field, grass, stadium, referees, umpires, negotiation, communication, teamwork."
2450453051_f1d4a78ab4.jpg,1626754053_81126b67b6.jpg#2,A black and white dog prepares to catch a Frisbee .,"A black and white dog prepares to catch a Frisbee, energetic, athletic, playful, enthusiastic, obedient, active, trained, furry."
2458269558_277012780d.jpg,2192131110_8a40e7c028.jpg#2,kid swinging on a swing,kid swinging on a swing
2458269558_277012780d.jpg,2458269558_277012780d.jpg#2,A child is smiling while being on a swing .,"A child is smiling while being on a swing, playground, happy, joyful, recreational, outdoor, fun, swinging back and forth."
2461616306_3ee7ac1b4b.jpg,2461616306_3ee7ac1b4b.jpg#2,a boy jumps into the blue pool water .,a boy jumps into the blue pool water
2473738924_eca928d12f.jpg,2473738924_eca928d12f.jpg#2,Two little girls practice martial arts .,"Two little girls practice martial arts, kickboxing, sparring, self-defense, martial artists, focus, discipline, determination."
2473791980_805c819bd4.jpg,2473791980_805c819bd4.jpg#2,A man is sky surfing on the water .,"A man is sky surfing on the water, extreme sports, adventure, thrill-seeking, blue sky, waves, surfboard, surfer."
249394748_2e4acfbbb5.jpg,387830531_e89c192b92.jpg#2,Two dogs are playing together outside .,"Two dogs are playing together outside, frolicking, running, happy, energetic, pets, outdoors, grassy."
2496370758_a3fbc49837.jpg,327415627_6313d32a64.jpg#2,Two dogs run through a field .,"Two dogs run through a field, joyful, sprinting, grassy, playful, energetic, canines."
2600867924_cd502fc911.jpg,327415627_6313d32a64.jpg#2,Two dogs run through a field .,"Two dogs run through a field, joyful, sprinting, grassy, playful, energetic, canines."
2890113532_ab2003d74e.jpg,327415627_6313d32a64.jpg#2,Two dogs run through a field .,"Two dogs run through a field, joyful, sprinting, grassy, playful, energetic, canines."
2518508760_68d8df7365.jpg,2518508760_68d8df7365.jpg#2,A greyhound wearing a muzzle and the number six on a yellow jacket is running on a dog track .,A greyhound wearing a muzzle and the number six on a yellow jacket is running on a dog track
2968182121_b3b491df85.jpg,2518508760_68d8df7365.jpg#2,A greyhound wearing a muzzle and the number six on a yellow jacket is running on a dog track .,A greyhound wearing a muzzle and the number six on a yellow jacket is running on a dog track
2543589122_ec3e55f434.jpg,2543589122_ec3e55f434.jpg#2,a dog is making a splash in a blue paddling pool .,a dog is making a splash in a blue paddling pool
2544182005_3aa1332bf9.jpg,2544182005_3aa1332bf9.jpg#2,A young child is riding a purple bike .,"A young child is riding a purple bike, balancing, pedaling, cycling, wheels, handlebars, outdoors, helmet, pavement."
2549968784_39bfbe44f9.jpg,2549968784_39bfbe44f9.jpg#2,A young child is wearing blue goggles and sitting in a float in a pool .,"A young child is wearing blue goggles and sitting in a float in a pool, swimming, splashing, summer, fun, inflatable, water safety, aqua."
2594042571_2e4666507e.jpg,2594042571_2e4666507e.jpg#2,"A smiling boy in an orange shirt with a safari hat sits at the playground , while a boy in a blue shirt looks on .","A smiling boy in an orange shirt with a safari hat sits at the playground , while a boy in a blue shirt looks on"
2602085456_d1beebcb29.jpg,2602085456_d1beebcb29.jpg#2,A topless woman is covered in mud .,"A topless woman is covered in mud, dirty, playful, free-spirited, primitive, barefoot, outdoor, messy, earthy."
2610447973_89227ff978.jpg,2610447973_89227ff978.jpg#2,Two people are sitting next to a wood-stacked campfire at night .,"Two people are sitting next to a wood-stacked campfire at night, warming themselves, cozy, outdoor, wilderness, flames, logs, stars, camping."
2646046871_c3a5dbb971.jpg,2646046871_c3a5dbb971.jpg#2,A child in Hawaiian clothing jumps and poses in a low cut yard nearby a fence and building .,"A child in Hawaiian clothing jumps and poses in a low cut yard nearby a fence and building, tropical, island, palm trees, grass skirt, lei, colorful, sunny, energetic."
2677656448_6b7e7702af.jpg,2677656448_6b7e7702af.jpg#2,A dog swims in a pool near a person .,"A dog swims in a pool near a person, wet, playful, summer, swimming, blue water, leisure, pet, recreation."
2696866120_254a0345bc.jpg,2696866120_254a0345bc.jpg#2,A dog rolls on the ground .,"A dog rolls on the ground, playful, adorable, furry, four-legged, pet, joyful, outdoor."
270816949_ffad112278.jpg,270816949_ffad112278.jpg#2,A person riding a horse with a mountain range in the far background .,"A person riding a horse with a mountain range in the far background, equestrian, horseback riding, adventure, outdoors, nature, scenic view, majestic peaks."
2718495608_d8533e3ac5.jpg,2718495608_d8533e3ac5.jpg#2,A girl wearing a yellow shirt and sunglasses smiles .,"A girl wearing a yellow shirt and sunglasses smiles, happy, summertime, fashion, stylish, sunny, outdoors."
2759860913_f75b39d783.jpg,2759860913_f75b39d783.jpg#2,A man on top of a high mountain,"A man on top of a high mountain, mountaineer, achievement, altitude, panoramic view, snowy summit, rocky terrain."
3211556865_d1d9becf69.jpg,2759860913_f75b39d783.jpg#2,A man on top of a high mountain,"A man on top of a high mountain, mountaineer, achievement, altitude, panoramic view, snowy summit, rocky terrain."
541063517_35044c554a.jpg,2759860913_f75b39d783.jpg#2,A man on top of a high mountain,"A man on top of a high mountain, mountaineer, achievement, altitude, panoramic view, snowy summit, rocky terrain."
2763044275_aa498eb88b.jpg,2763044275_aa498eb88b.jpg#2,Five black dogs running across the grass .,"Five black dogs running across the grass, energetic, playful, agile, furry, pets, outdoors, park."
2813992915_f732cf8539.jpg,2764178773_d63b502812.jpg#2,A man is attempting a stunt with a bicycle .,"A man is attempting a stunt with a bicycle, daring, extreme, fearless, adrenaline, freestyle, tricks, bicycle flips."
2815256108_fc1302117d.jpg,2815256108_fc1302117d.jpg#2,"Two men are talking on the street ; one is pointing at a sign that says "" Jesus or Hell "" beneath a red box , and the other is standing there listening .","Two men are talking on the street ; one is pointing at a sign that says "" Jesus or Hell "" beneath a red box , and the other is standing there listening"
2831217847_555b2f95ca.jpg,2831217847_555b2f95ca.jpg#2,A blue SUV drives in a stream surrounded by woodlands .,"A blue SUV drives in a stream surrounded by woodlands, off-road, adventure, water, muddy, exploration, nature, four-wheel-drive."
2877503811_4e311253ec.jpg,2877503811_4e311253ec.jpg#2,A group of people are sitting on the porch of a brick building .,"A group of people are sitting on the porch of a brick building, chatting, relaxing, socializing, community, outdoor, architecture."
2884301336_dc8e974431.jpg,2884301336_dc8e974431.jpg#2,A dog plays with a ball in a kiddie pool .,A dog plays with a ball in a kiddie pool
2890113532_ab2003d74e.jpg,2890113532_ab2003d74e.jpg#2,Two dogs in motion in a grassy field with small trees .,Two dogs in motion in a grassy field with small trees
2900274587_f2cbca4c58.jpg,2900274587_f2cbca4c58.jpg#2,A sunset sky over rippling water .,"A sunset sky over rippling water, beautiful, colorful, serene, tranquil, reflective, calm, horizon, dusk."
2901880865_3fd7b66a45.jpg,2901880865_3fd7b66a45.jpg#2,A surfer is jumping a wave .,A surfer is jumping a wave
2984174290_a915748d77.jpg,2901880865_3fd7b66a45.jpg#2,A surfer is jumping a wave .,A surfer is jumping a wave
2901880865_3fd7b66a45.jpg,3162045919_c2decbb69b.jpg#2,A man in a wetsuit surfs .,"A man in a wetsuit surfs, riding the waves, ocean, beach, surfing board, sea spray, adrenaline."
3162045919_c2decbb69b.jpg,3162045919_c2decbb69b.jpg#2,A man in a wetsuit surfs .,"A man in a wetsuit surfs, riding the waves, ocean, beach, surfing board, sea spray, adrenaline."
2901880865_3fd7b66a45.jpg,3624327440_bef4f33f32.jpg#2,A surfer catches a nice wave in the ocean and tries to pull himself up .,"A surfer catches a nice wave in the ocean and tries to pull himself up, surfing, water, athletic, balance, adrenaline, board, blue, sea."
2924259848_effb4dcb82.jpg,2924259848_effb4dcb82.jpg#2,A man riding a motorbike kicks up dirt .,"A man riding a motorbike kicks up dirt, dirt trail, biker, helmet, speeding, adrenaline, outdoors."
2926595608_69b22be8d4.jpg,2926595608_69b22be8d4.jpg#2,Four men jumping in a basketball game,Four men jumping in a basketball game
2926595608_69b22be8d4.jpg,3053743109_a2d780c0d2.jpg#2,A group of basketball players jump in the air for the ball .,"A group of basketball players jump in the air for the ball, sports, competition, teamwork, athleticism, court, game."
2933912528_52b05f84a1.jpg,2933912528_52b05f84a1.jpg#2,Two black dogs run through sand .,"Two black dogs run through sand, sandy beach, excited, playful, furry, energetic, outdoor fun, animal companions."
293879742_5fe0ffd894.jpg,293879742_5fe0ffd894.jpg#2,A dog jumping off a fence and another dog on the grass in the background .,"A dog jumping off a fence and another dog on the grass in the background, playful, freedom, energetic, canine, outdoor, fun, foliage."
2963573792_dd51b5fbfb.jpg,2963573792_dd51b5fbfb.jpg#2,A young girl is sliding down a slide at a playground .,"A young girl is sliding down a slide at a playground, having fun, carefree, playground equipment, plastic, colorful, outdoor activity."
2968182121_b3b491df85.jpg,2968182121_b3b491df85.jpg#2,Two greyhounds race .,"Two greyhounds race, running, sprinting, competitive, speed, agility, track, excitement."
2984174290_a915748d77.jpg,3064383768_f6838f57da.jpg#2,a surfer is riding his board over a wave .,a surfer is riding his board over a wave
2985679744_75a7102aab.jpg,2985679744_75a7102aab.jpg#2,A man sitting on a subway .,"A man sitting on a subway, commuter, train, transportation, urban, cityscape, rush hour, public transit."
2994179598_a45c2732b5.jpg,2994179598_a45c2732b5.jpg#2,A Miami basketball player looks off in the distance .,"A Miami basketball player looks off in the distance, athlete, determined, focused, sporty, court, sweat, game face."
300314926_0b2e4b64f5.jpg,3641022607_e7a5455d6c.jpg#2,A man wakeboards on choppy water .,"A man wakeboards on choppy water, water sports, extreme, adrenaline, thrill-seeking, waves, spray, summer."
3030294889_78b2ccbe51.jpg,3030294889_78b2ccbe51.jpg#2,Three Orca whales jump in a pool at seaworld .,"Three Orca whales jump in a pool at seaworld, majestic, powerful, sea creatures, black and white, aquatic, marine mammals, trained, captivity, entertainment venue."
3044746136_8b89da5f40.jpg,3044746136_8b89da5f40.jpg#2,A conference is being held that involves laptops and big screen presentations .,"A conference is being held that involves laptops and big screen presentations, technology-focused, business, corporate, meeting room, projection, multimedia, digital."
3047264346_e24601bfbf.jpg,3047264346_e24601bfbf.jpg#2,A man in a werewolf mask is with a woman wearing elf ears .,"A man in a werewolf mask is with a woman wearing elf ears, Halloween, costume, pretend, fantasy, spooky, fun."
3048597471_5697538daf.jpg,3048597471_5697538daf.jpg#2,A dog wading in the water with a ball in his mouth,"A dog wading in the water with a ball in his mouth, playful, soaked fur, wet, summer, lake, fetching."
3058439373_9276a4702a.jpg,3245912109_fdeef6b456.jpg#2,Many bundled up people are standing in a public square .,"Many bundled up people are standing in a public square, winter coats, scarves, gloves, hats, chatting, bustling, urban, city life."
3245912109_fdeef6b456.jpg,3245912109_fdeef6b456.jpg#2,Many bundled up people are standing in a public square .,"Many bundled up people are standing in a public square, winter coats, scarves, gloves, hats, chatting, bustling, urban, city life."
3072172967_630e9c69d0.jpg,3072172967_630e9c69d0.jpg#2,"Four men playing basketball , two from each team .","Four men playing basketball , two from each team"
3085667767_66041b202e.jpg,3168123064_d1983b8f92.jpg#2,A surfer in all black is riding a wave .,A surfer in all black is riding a wave
3085667865_fa001816be.jpg,3085667767_66041b202e.jpg#2,A surfer is flipping up in the air on a surfboard .,A surfer is flipping up in the air on a surfboard
3085667865_fa001816be.jpg,3631986552_944ea208fc.jpg#2,A surfer in water and foam .,A surfer in water and foam
3115174046_9e96b9ce47.jpg,3115174046_9e96b9ce47.jpg#2,a skateboarder jumps a staircase .,a skateboarder jumps a staircase
3119076670_64b5340530.jpg,3119076670_64b5340530.jpg#2,Snowboarder in the air performing a stunt .,"Snowboarder in the air performing a stunt, thrilling, adrenaline-pumping, extreme, snow sports, trick, snowy mountain."
3125309108_1011486589.jpg,3262075846_5695021d84.jpg#2,A group of men are playing rugby .,"A group of men are playing rugby, intense, competitive, physical, sportsmanship, teamwork, grassy field, athletic."
3135504530_0f4130d8f8.jpg,3135504530_0f4130d8f8.jpg#2,Two girls with dark hair and white shirts .,"Two girls with dark hair and white shirts, standing, posing, smiling, friends, youthful, fashion, style, portrait, beauty."
3155451946_c0862c70cb.jpg,3222055946_45f7293bb2.jpg#2,Basketball players in action .,"Basketball players in action, dribbling, passing, shooting, athletic, competitive, fast-paced, indoor, court, teamwork."
3217620013_8b17873273.jpg,3222055946_45f7293bb2.jpg#2,Basketball players in action .,"Basketball players in action, dribbling, passing, shooting, athletic, competitive, fast-paced, indoor, court, teamwork."
3259666643_ae49524c81.jpg,3222055946_45f7293bb2.jpg#2,Basketball players in action .,"Basketball players in action, dribbling, passing, shooting, athletic, competitive, fast-paced, indoor, court, teamwork."
3155987659_b9ea318dd3.jpg,3155987659_b9ea318dd3.jpg#2,A dog jumps to catch a red Frisbee in the yard .,A dog jumps to catch a red Frisbee in the yard
317109978_cb557802e1.jpg,317109978_cb557802e1.jpg#2,A brown dog hops over a fallen tree branch .,"A brown dog hops over a fallen tree branch, agile, playful, furry, four-legged, outdoor, nature, adventure."
317383917_d8bfa350b6.jpg,317383917_d8bfa350b6.jpg#2,three black dogs and a white dog are standing in the snow .,three black dogs and a white dog are standing in the snow
3192069971_83c5a90b4c.jpg,3192069971_83c5a90b4c.jpg#2,A little boy with a blue helmet rides his bike with his feet on the handlebars .,"A little boy with a blue helmet rides his bike with his feet on the handlebars, playful, fun, fearless, biking, street, road, summer, balance, two-wheeler."
3197981073_3156963446.jpg,3197981073_3156963446.jpg#2,A woman sings into a microphone while playing guitar .,"A woman sings into a microphone while playing guitar, musical, talented, performer, stage, entertainment, chords, vocals."
3211556865_d1d9becf69.jpg,3211556865_d1d9becf69.jpg#2,A person stands at the top of a mountain and raises his arms .,"A person stands at the top of a mountain and raises his arms, triumphantly, victorious, elated, conqueror, majestic, breathtaking view, hiking."
3214885227_2be09e7cfb.jpg,3214885227_2be09e7cfb.jpg#2,A person is riding in a canoe on a lake next to green trees .,"A person is riding in a canoe on a lake next to green trees, leisurely paddling, serene, tranquil, picturesque, natural beauty, reflective surface."
3216926094_bc975e84b9.jpg,3216926094_bc975e84b9.jpg#2,A dog running with a blue toy in its mouth .,"A dog running with a blue toy in its mouth, playful, energetic, happy, canines, pets, fetch, outdoors."
3217187564_0ffd89dec1.jpg,3258874419_23fec1bdc1.jpg#2,"A greyhound runs in a race , bee striped jacket , number eight .","A greyhound runs in a race , bee striped jacket , number eight"
3218480482_66af7587c8.jpg,3218480482_66af7587c8.jpg#2,A Miami basketball player dribbles by an Arizona State player .,"A Miami basketball player dribbles by an Arizona State player, dribbling, athletic, skilled, court, competition, opponent, jersey."
3224227640_31865b3651.jpg,3224227640_31865b3651.jpg#2,A white dog and brown dog fighting .,"A white dog and brown dog fighting, aggressive, domestic animals, fur, tails, snarling, teeth-baring, pets."
3227148358_f152303584.jpg,3227148358_f152303584.jpg#2,A large white bird flying over water .,"A large white bird flying over water, graceful, elegant, wings spread, avian, serene, peaceful, ocean, lake."
