storylet_id,story_id,image_id,image_url,original_text
227675,45535,355137,https://farm1.staticflickr.com/1/355137_bd2ca7917d_o.jpg,The family takes a trip to the local carnival.
227676,45535,355139,https://farm1.staticflickr.com/1/355139_d99f1edeca_o.jpg,There are lots of rides to enjoy this year.
227677,45535,355142,https://farm1.staticflickr.com/1/355142_81ceb56e6e_o.jpg,There are even rides for folks as young as this small boy.
227678,45535,355331,https://farm1.staticflickr.com/1/355331_3e197ef2dc_o.jpg,There are also lots of games and prizes to win.
227679,45535,355332,https://farm1.staticflickr.com/1/355332_7851bf13a4_o.jpg,Although some of the games seem fixed and a waste of money.
227680,45536,355204,https://farm1.staticflickr.com/1/355204_8e8b89c6f3_o.jpg,Mom decided to take her daughter to the carnival.
227681,45536,355205,https://farm1.staticflickr.com/1/355205_34c5835ccc_o.jpg,They rode a lot of rides.
227682,45536,355208,https://farm1.staticflickr.com/1/355208_8b5745b2df_o.jpg,Their favorite was the dragon ship.
227683,45536,355331,https://farm1.staticflickr.com/1/355331_3e197ef2dc_o.jpg,Then they spent some time trying to win stuffed animals.
227684,45536,355332,https://farm1.staticflickr.com/1/355332_7851bf13a4_o.jpg,It was a great day!
227685,45537,355204,https://farm1.staticflickr.com/1/355204_8e8b89c6f3_o.jpg,We had an exciting day at the fair!
227686,45537,355205,https://farm1.staticflickr.com/1/355205_34c5835ccc_o.jpg,The lights lit up the night and the rides made us all dizzy.
227687,45537,355208,https://farm1.staticflickr.com/1/355208_8b5745b2df_o.jpg,The dragon coaster was mom's favorite. 
227688,45537,355331,https://farm1.staticflickr.com/1/355331_3e197ef2dc_o.jpg,The arcade games had the funniest stuffed monkeys as prizes.
227689,45537,355332,https://farm1.staticflickr.com/1/355332_7851bf13a4_o.jpg,We threw a million darts trying to win one!
227690,45538,355137,https://farm1.staticflickr.com/1/355137_bd2ca7917d_o.jpg,The family got together to go to the fair.
227691,45538,355139,https://farm1.staticflickr.com/1/355139_d99f1edeca_o.jpg,When they arrived they saw some airplanes in the back of a truck.
227692,45538,355142,https://farm1.staticflickr.com/1/355142_81ceb56e6e_o.jpg,The kids had a hard time deciding what to ride first.
227693,45538,355331,https://farm1.staticflickr.com/1/355331_3e197ef2dc_o.jpg,Then they played some games to win prizes.
227694,45538,355332,https://farm1.staticflickr.com/1/355332_7851bf13a4_o.jpg,Finally they played the dart game.
227695,45539,355204,https://farm1.staticflickr.com/1/355204_8e8b89c6f3_o.jpg,Susan and Shelly are having a great time at the carnival on the rides.
227696,45539,355205,https://farm1.staticflickr.com/1/355205_34c5835ccc_o.jpg,"Whoa, exclaims Susan and Shelly as the ride speeds up and goes faster."
227697,45539,355208,https://farm1.staticflickr.com/1/355208_8b5745b2df_o.jpg,Now onto the dragon ride. Susan and Shelly are having a blast. 
227698,45539,355331,https://farm1.staticflickr.com/1/355331_3e197ef2dc_o.jpg,Susan tries to win a stuffed prize for Shelly. She knows that Shelly loves Monkeys.
227699,45539,355332,https://farm1.staticflickr.com/1/355332_7851bf13a4_o.jpg,Susan and Shelly notice another family playing another type of prize game and decides to try it out when they are finished before leaving the carnival.
227700,45540,21725505,https://farm1.staticflickr.com/17/21725505_5e2b85e1cb_o.jpg,The Japanese Tech Show had toys and gadgets for everyone.
227701,45540,21728852,https://farm1.staticflickr.com/16/21728852_99d59b04da_o.jpg,A robot that looked like a seal was used for autism research.
227702,45540,21731442,https://farm1.staticflickr.com/17/21731442_e10ac58a40_o.jpg,Segways were redesigned to be more efficient.
227703,45540,21734444,https://farm1.staticflickr.com/16/21734444_25409710eb_o.jpg,Pint sized robots roamed the tables.
227704,45540,21728853,https://farm1.staticflickr.com/17/21728853_8e105ec004_o.jpg,And child sized robots left everyone in awe.
227705,45541,21725505,https://farm1.staticflickr.com/17/21725505_5e2b85e1cb_o.jpg,Checking out a car at the car show
227706,45541,21725502,https://farm1.staticflickr.com/16/21725502_0e6f760494_o.jpg,the cat is is laying on the table next to 2 crystal shot glasses
227707,45541,21725504,https://farm1.staticflickr.com/17/21725504_7d76579a6f_o.jpg,A modern compact type of boat at a display that resembles a plane
227708,45541,21728853,https://farm1.staticflickr.com/17/21728853_8e105ec004_o.jpg,A boy happily standing next to a robot a display
227709,45541,21725506,https://farm1.staticflickr.com/17/21725506_abd2cf1093_o.jpg,Stirring the big bowl of soup in a colorful bowl with a red spoon
227710,45542,21725505,https://farm1.staticflickr.com/17/21725505_5e2b85e1cb_o.jpg,We went to a science show and saw some of the new inventions.
227711,45542,21728852,https://farm1.staticflickr.com/16/21728852_99d59b04da_o.jpg,Including some stuffed animals.
227712,45542,21731442,https://farm1.staticflickr.com/17/21731442_e10ac58a40_o.jpg,Segways were everywhere.
227713,45542,21734444,https://farm1.staticflickr.com/16/21734444_25409710eb_o.jpg,There were also robots.
227714,45542,21728853,https://farm1.staticflickr.com/17/21728853_8e105ec004_o.jpg,Some of the robots were as big as children.
227715,45543,21725505,https://farm1.staticflickr.com/17/21725505_5e2b85e1cb_o.jpg,We went to an technology show.
227716,45543,21728852,https://farm1.staticflickr.com/16/21728852_99d59b04da_o.jpg,They had some unusual things.
227717,45543,21731442,https://farm1.staticflickr.com/17/21731442_e10ac58a40_o.jpg,My dad liked this scooter thing.
227718,45543,21734444,https://farm1.staticflickr.com/16/21734444_25409710eb_o.jpg,There were lots of small robots.
227719,45543,21728853,https://farm1.staticflickr.com/17/21728853_8e105ec004_o.jpg,There were some bi robots too.
227720,45544,21725505,https://farm1.staticflickr.com/17/21725505_5e2b85e1cb_o.jpg,Today's convention involved a bunch of new technology. 
227721,45544,21728852,https://farm1.staticflickr.com/16/21728852_99d59b04da_o.jpg,Electronic seals dazzled the attendees. 
227722,45544,21731442,https://farm1.staticflickr.com/17/21731442_e10ac58a40_o.jpg,A man on a Segway showed off some tricks he had been working on for years.
227723,45544,21734444,https://farm1.staticflickr.com/16/21734444_25409710eb_o.jpg,A small robot stood on a table and talked trash to people walking by. 
227724,45544,21728853,https://farm1.staticflickr.com/17/21728853_8e105ec004_o.jpg,An even bigger robot walked around taking pictures with attendees until it was shut down. 
227725,45545,2835098587,https://farm4.staticflickr.com/3067/2835098587_e76c68862e_o.jpg,The family sits together for dinner on the first night of the annual reunion.
227726,45545,2835095703,https://farm4.staticflickr.com/3205/2835095703_90e1151b4d_o.jpg,The restaurant we chose had amazing food and everyone loved the presentation.
227727,45545,2835084931,https://farm4.staticflickr.com/3288/2835084931_119982fe5f_o.jpg,Gemma really adored the restaurants decorations and was always gazing at them.
227728,45545,2835924200,https://farm4.staticflickr.com/3116/2835924200_a7eb49976b_o.jpg,Aunt Harriot had a little trouble deciding what kind of wine she wanted tonight.
227729,45545,2835079599,https://farm4.staticflickr.com/3277/2835079599_132e9bc4d2_o.jpg,Bob had the whole family cracking up with his jokes.
227730,45546,2835917750,https://farm4.staticflickr.com/3108/2835917750_24edcbbea6_o.jpg,The family reunion had plenty of long-awaited greetings to start.
227731,45546,2835923100,https://farm4.staticflickr.com/3293/2835923100_2266e634fc_o.jpg,"Eventually, we all filled each other in with deep conversation..."
227732,45546,2835931462,https://farm4.staticflickr.com/3010/2835931462_359667ec7b_o.jpg,Some of us were quite happy to see one another.
227733,45546,2835095703,https://farm4.staticflickr.com/3205/2835095703_90e1151b4d_o.jpg,"Of course, we filled our bellies with hearty food."
227734,45546,2835098587,https://farm4.staticflickr.com/3067/2835098587_e76c68862e_o.jpg,What better way to celebrate family than over a delicious meal?
227735,45547,2835098587,https://farm4.staticflickr.com/3067/2835098587_e76c68862e_o.jpg,We all got together for my parents aniversary.
227736,45547,2835095703,https://farm4.staticflickr.com/3205/2835095703_90e1151b4d_o.jpg,We had amazing steak to celebrate.
227737,45547,2835084931,https://farm4.staticflickr.com/3288/2835084931_119982fe5f_o.jpg,We had a few making speeches and be funny.
227738,45547,2835924200,https://farm4.staticflickr.com/3116/2835924200_a7eb49976b_o.jpg,There was a few sentimental moments thrown in.
227739,45547,2835079599,https://farm4.staticflickr.com/3277/2835079599_132e9bc4d2_o.jpg,Then it quickly turned funny again.
227740,45548,2835098587,https://farm4.staticflickr.com/3067/2835098587_e76c68862e_o.jpg,A look down the table at our family gathering.
227741,45548,2835095703,https://farm4.staticflickr.com/3205/2835095703_90e1151b4d_o.jpg,The food looked amazing at the meal.
227742,45548,2835084931,https://farm4.staticflickr.com/3288/2835084931_119982fe5f_o.jpg,Mom and Dad seemed to be having a wonderful time.
227743,45548,2835924200,https://farm4.staticflickr.com/3116/2835924200_a7eb49976b_o.jpg,Carol starred deeply into the wine bottle.
227744,45548,2835079599,https://farm4.staticflickr.com/3277/2835079599_132e9bc4d2_o.jpg,Dad cracked one of his famous dirty jokes.
227745,45549,2835098587,https://farm4.staticflickr.com/3067/2835098587_e76c68862e_o.jpg,It was a family get together.
227746,45549,2835095703,https://farm4.staticflickr.com/3205/2835095703_90e1151b4d_o.jpg,They even had fancy nice steak and tacos.
227747,45549,2835084931,https://farm4.staticflickr.com/3288/2835084931_119982fe5f_o.jpg,Jenny laughs at a joke her sister told her.
227748,45549,2835924200,https://farm4.staticflickr.com/3116/2835924200_a7eb49976b_o.jpg,The family is having a wonderful time together.
227749,45549,2835079599,https://farm4.staticflickr.com/3277/2835079599_132e9bc4d2_o.jpg,Sharing so many memories and laughs together.
227750,45550,2485114971,https://farm4.staticflickr.com/3176/2485114971_650f4aafe9_o.jpg,Today I painted Becky's fingernails. 
227751,45550,2485114341,https://farm4.staticflickr.com/3053/2485114341_94cfca4394_o.jpg,Then she got to blow out her Birthday candles and eat cake! 
227752,45550,2485854685,https://farm4.staticflickr.com/3036/2485854685_a9499d4f1e_o.jpg,Later on we looked at her old baby pictures. 
227753,45550,2485855255,https://farm3.staticflickr.com/2383/2485855255_c33377755a_o.jpg,She loved this one of her making her angry face. 
227754,45550,2485855917,https://farm3.staticflickr.com/2388/2485855917_a4e6172c50_o.jpg,This was her favorite though. She thought she looked like a princess. We sat looking at old pictures eating cake for the rest of the evening. 
227755,45551,2485114971,https://farm4.staticflickr.com/3176/2485114971_650f4aafe9_o.jpg,My daughter had her nails painted.
227756,45551,2486729724,https://farm3.staticflickr.com/2001/2486729724_01acbf0b47_o.jpg,We went for a walk down the beach.
227757,45551,2485114341,https://farm4.staticflickr.com/3053/2485114341_94cfca4394_o.jpg,It was her birthday that day so we got her a big cake. 
227758,45551,2485855255,https://farm3.staticflickr.com/2383/2485855255_c33377755a_o.jpg,she made a duck-face which made us think she was angry. 
227759,45551,2485855917,https://farm3.staticflickr.com/2388/2485855917_a4e6172c50_o.jpg,"In reality, she was happy. "
227760,45552,2485114971,https://farm4.staticflickr.com/3176/2485114971_650f4aafe9_o.jpg,Started the day off by painting her nails.
227761,45552,2486729724,https://farm3.staticflickr.com/2001/2486729724_01acbf0b47_o.jpg,Enjoying the beach with her father and brother.
227762,45552,2485114341,https://farm4.staticflickr.com/3053/2485114341_94cfca4394_o.jpg,Blowing out the candles of her birthday cake.
227763,45552,2485855255,https://farm3.staticflickr.com/2383/2485855255_c33377755a_o.jpg,Birthday girl having a moment of anger.
227764,45552,2485855917,https://farm3.staticflickr.com/2388/2485855917_a4e6172c50_o.jpg,Her face quickly changes to a smile.
227765,45553,2485114971,https://farm4.staticflickr.com/3176/2485114971_650f4aafe9_o.jpg,"We painted Liz's fingernails and toenails before her party, and she wore her nice new clothes."
227766,45553,2485114341,https://farm4.staticflickr.com/3053/2485114341_94cfca4394_o.jpg,"When the party happened, she was most excited about her cake."
227767,45553,2485854685,https://farm4.staticflickr.com/3036/2485854685_a9499d4f1e_o.jpg,"Later that day we tried to take her picture, but she kept making funny faces."
227768,45553,2485855255,https://farm3.staticflickr.com/2383/2485855255_c33377755a_o.jpg,"She was a little tired, and didn't want her picture taken."
227769,45553,2485855917,https://farm3.staticflickr.com/2388/2485855917_a4e6172c50_o.jpg,"We did get one great shot, though."
227770,45554,2485114971,https://farm4.staticflickr.com/3176/2485114971_650f4aafe9_o.jpg,The family decided to take a beach vacation to celebrate their daughter's birthday. Up first: pedicures!
227771,45554,2486729724,https://farm3.staticflickr.com/2001/2486729724_01acbf0b47_o.jpg,Dad and the kids took a walk under the boardwalk while mom decorated.
227772,45554,2485114341,https://farm4.staticflickr.com/3053/2485114341_94cfca4394_o.jpg,The girl blew out her candles and made a wish.
227773,45554,2485855255,https://farm3.staticflickr.com/2383/2485855255_c33377755a_o.jpg,But the puppy she wished for never showed. This made her sad.
227774,45554,2485855917,https://farm3.staticflickr.com/2388/2485855917_a4e6172c50_o.jpg,She cheered up after opening up presents.
227775,45555,14443472923,https://farm6.staticflickr.com/5576/14443472923_46caa1bb26_o.jpg,We went to the stadium early to eat and sight see before the game.
227776,45555,14443473773,https://farm3.staticflickr.com/2939/14443473773_01256fab8e_o.jpg,The view was incredible. You could see the entire city.
227777,45555,14236702198,https://farm3.staticflickr.com/2900/14236702198_76d2f115fd_o.jpg,"We got to our seats, and couldn't believe how close to the field they were"
227778,45555,14236701078,https://farm6.staticflickr.com/5524/14236701078_2f8fb49540_o.jpg,We could see all the action.
227779,45555,14423296985,https://farm4.staticflickr.com/3874/14423296985_6a50613ffd_o.jpg,"Once the national anthem was sung, and the first pitch was thrown, the excitement began. It was a great game!"
227780,45556,14423298935,https://farm6.staticflickr.com/5537/14423298935_dba4abecfd_o.jpg,"I took the family to a baseball game and we saw this awesome car before the game, that you had a chance to win in a raffle."
227781,45556,14422160704,https://farm3.staticflickr.com/2900/14422160704_a81f8d70fd_o.jpg,We were lucky enough to get to the game early and our seats were amazing.
227782,45556,14419942051,https://farm4.staticflickr.com/3913/14419942051_c5297276ee_o.jpg,Of course we had to get a family selfie during the game.
227783,45556,14423296985,https://farm4.staticflickr.com/3874/14423296985_6a50613ffd_o.jpg,"The scoreboard was so huge, I had to get a photo of it."
227784,45556,14236654939,https://farm3.staticflickr.com/2924/14236654939_02a8b957bc_o.jpg,The girls loved being so close to the field that they could reach out and touch the ground if they wanted to.
227785,45557,14443472923,https://farm6.staticflickr.com/5576/14443472923_46caa1bb26_o.jpg,We got to go to the stadium for an MLB game.
227786,45557,14443473773,https://farm3.staticflickr.com/2939/14443473773_01256fab8e_o.jpg,We posed by the window.
227787,45557,14236702198,https://farm3.staticflickr.com/2900/14236702198_76d2f115fd_o.jpg,The family posed by the field.
227788,45557,14236701078,https://farm6.staticflickr.com/5524/14236701078_2f8fb49540_o.jpg,We were very close.
227789,45557,14423296985,https://farm4.staticflickr.com/3874/14423296985_6a50613ffd_o.jpg,The scoreboard could be clearly seen.
227790,45558,14443472923,https://farm6.staticflickr.com/5576/14443472923_46caa1bb26_o.jpg,The whole family went to the stadium on Thursday.
227791,45558,14443473773,https://farm3.staticflickr.com/2939/14443473773_01256fab8e_o.jpg,The daughter was especially excited to see the baseball game.
227792,45558,14236702198,https://farm3.staticflickr.com/2900/14236702198_76d2f115fd_o.jpg,It was a good opportunity for them to spend time together and have fun.
227793,45558,14236701078,https://farm6.staticflickr.com/5524/14236701078_2f8fb49540_o.jpg,"Many people were there at the stadium, and everybody was just as excited as the family."
227794,45558,14423296985,https://farm4.staticflickr.com/3874/14423296985_6a50613ffd_o.jpg,"As the scoreboard showed, it was a close game, which made it even more fun to watch."
227795,45559,14443472923,https://farm6.staticflickr.com/5576/14443472923_46caa1bb26_o.jpg,We had a great view of Minute Maid Park from our hotel room.
227796,45559,14443473773,https://farm3.staticflickr.com/2939/14443473773_01256fab8e_o.jpg,We took a picture of our daughter with the park.
227797,45559,14236702198,https://farm3.staticflickr.com/2900/14236702198_76d2f115fd_o.jpg,Later at the game we took a family picture.
227798,45559,14236701078,https://farm6.staticflickr.com/5524/14236701078_2f8fb49540_o.jpg,I then took a panorama picture inside.
227799,45559,14423296985,https://farm4.staticflickr.com/3874/14423296985_6a50613ffd_o.jpg,The Astros ended up winning the game.
227800,45560,2582414424,https://farm4.staticflickr.com/3081/2582414424_9f5a01a287_o.jpg,"I got this great, new bike for my birthday!"
227801,45560,2582415688,https://farm4.staticflickr.com/3016/2582415688_1e9b4bf7cd_o.jpg,I am so excited I am going to ride it everywhere I can in one day.
227802,45560,2582423982,https://farm4.staticflickr.com/3024/2582423982_af97a34526_o.jpg,I will ride it threw the woods and down the road.
227803,45560,2582423092,https://farm4.staticflickr.com/3005/2582423092_30a2fdaccf_o.jpg,"I will ride it to the lake, okay, that was exhausting."
227804,45560,2582414024,https://farm4.staticflickr.com/3012/2582414024_508fff2aff_o.jpg,I think I'll take a nap and ride my bike some more tomorrow.
227805,45561,2582417232,https://farm4.staticflickr.com/3082/2582417232_afe4a45f20_o.jpg,He wanted to take a ride on his new bike.
227806,45561,2582414424,https://farm4.staticflickr.com/3081/2582414424_9f5a01a287_o.jpg,We went on a nice ride out to the lake.
227807,45561,2581592241,https://farm4.staticflickr.com/3092/2581592241_80e35c0840_o.jpg,We really enjoyed the beautiful view from the dock.
227808,45561,2581594339,https://farm4.staticflickr.com/3104/2581594339_2141d23c71_o.jpg,It was very peaceful watching the boats.
227809,45561,2582414024,https://farm4.staticflickr.com/3012/2582414024_508fff2aff_o.jpg,We had such a busy day he needed a nap.
227810,45562,2582414424,https://farm4.staticflickr.com/3081/2582414424_9f5a01a287_o.jpg,Jake and I went out for a bike ride.
227811,45562,2582415688,https://farm4.staticflickr.com/3016/2582415688_1e9b4bf7cd_o.jpg,Jake believes that he will become the next greatest bike rider. 
227812,45562,2582423982,https://farm4.staticflickr.com/3024/2582423982_af97a34526_o.jpg,"Jake was going so fast here, he was like a rocket!"
227813,45562,2582423092,https://farm4.staticflickr.com/3005/2582423092_30a2fdaccf_o.jpg,"He came to the pier first, and so we had to buy pizza."
227814,45562,2582414024,https://farm4.staticflickr.com/3012/2582414024_508fff2aff_o.jpg,"He was going so fast, he slept like a dear!"
227815,45563,2582414424,https://farm4.staticflickr.com/3081/2582414424_9f5a01a287_o.jpg,I bought my son a new bicycle for his birthday.
227816,45563,2582415688,https://farm4.staticflickr.com/3016/2582415688_1e9b4bf7cd_o.jpg,He spent the afternoon riding it up and down the road.
227817,45563,2582423982,https://farm4.staticflickr.com/3024/2582423982_af97a34526_o.jpg,He rode it pretty far into a wooded area.
227818,45563,2582423092,https://farm4.staticflickr.com/3005/2582423092_30a2fdaccf_o.jpg,Then he rode it out to the docks and stopped to watch the boats on the water.
227819,45563,2582414024,https://farm4.staticflickr.com/3012/2582414024_508fff2aff_o.jpg,All that riding tired him out and he fell asleep on our car ride back home.
227820,45564,2582414424,https://farm4.staticflickr.com/3081/2582414424_9f5a01a287_o.jpg,Today we went for a long bike ride through the park.
227821,45564,2582415688,https://farm4.staticflickr.com/3016/2582415688_1e9b4bf7cd_o.jpg,The boy led the way and I followed behind. 
227822,45564,2582423982,https://farm4.staticflickr.com/3024/2582423982_af97a34526_o.jpg,He was full of energy and couldn't stop exploring the park.
227823,45564,2582423092,https://farm4.staticflickr.com/3005/2582423092_30a2fdaccf_o.jpg,He made it to the dock and decided that was a good place to end the journey.
227824,45564,2582414024,https://farm4.staticflickr.com/3012/2582414024_508fff2aff_o.jpg,He must have tired himself out because he fell asleep as soon as we got in the car!
227825,45565,2580735309,https://farm4.staticflickr.com/3262/2580735309_85c75a9a6b_o.jpg,We took the boat out for a ride on the lake.
227826,45565,2580742595,https://farm4.staticflickr.com/3049/2580742595_a66a3b3265_o.jpg,We all piled on for a great conversation and had a few drinks.
227827,45565,2581572326,https://farm4.staticflickr.com/3012/2581572326_ce419af84b_o.jpg,"The captain of this ship is so young, just a baby really."
227828,45565,2580753271,https://farm4.staticflickr.com/3062/2580753271_e270c5833d_o.jpg,"We went by a cabin on the lake, maybe we'll rent that for our next vacation."
227829,45565,2580757505,https://farm4.staticflickr.com/3077/2580757505_9ca3ea2c0f_o.jpg,Every body had a great time and can't wait to do it again.
227830,45566,2581560296,https://farm4.staticflickr.com/3079/2581560296_81414ce74d_o.jpg,My name is Charlie. I am a happy baby
227831,45566,2581565132,https://farm4.staticflickr.com/3052/2581565132_aaaf8eb187_o.jpg,This is my grandpa alvin. We always have a good time when we get together
227832,45566,2580742595,https://farm4.staticflickr.com/3049/2580742595_a66a3b3265_o.jpg,This is my dad. My dad like sto take me to the park 
227833,45566,2581572326,https://farm4.staticflickr.com/3012/2581572326_ce419af84b_o.jpg,In the park we sit outside and watch the people and the boats in the lake
227834,45566,2581576824,https://farm4.staticflickr.com/3041/2581576824_ed10296272_o.jpg,I am really tired from my day in the park. My dad says I can take a nap now. 
227835,45567,2580735309,https://farm4.staticflickr.com/3262/2580735309_85c75a9a6b_o.jpg,"Last weekend we decided to ride our motorboat with my parents so they can see their grandchild, Tommy."
227836,45567,2580742595,https://farm4.staticflickr.com/3049/2580742595_a66a3b3265_o.jpg,"This is me on the right with my parents, Clint and Ester before the ride."
227837,45567,2581572326,https://farm4.staticflickr.com/3012/2581572326_ce419af84b_o.jpg,Grandpa steered the motorboat with my son Tommy on his lap.
227838,45567,2580753271,https://farm4.staticflickr.com/3062/2580753271_e270c5833d_o.jpg,We enjoyed the relaxing ride on the motorboat as we passed by some houses along the river.
227839,45567,2580757505,https://farm4.staticflickr.com/3077/2580757505_9ca3ea2c0f_o.jpg,It was a relaxing trip and what abetter way to bond with my parents on that Saturday afternoon.
227840,45568,2580735309,https://farm4.staticflickr.com/3262/2580735309_85c75a9a6b_o.jpg,Boating on the lake with family 
227841,45568,2580742595,https://farm4.staticflickr.com/3049/2580742595_a66a3b3265_o.jpg,Relaxing on the boat
227842,45568,2581572326,https://farm4.staticflickr.com/3012/2581572326_ce419af84b_o.jpg,Let baby drive for a while.
227843,45568,2580753271,https://farm4.staticflickr.com/3062/2580753271_e270c5833d_o.jpg,We spotted the lodge.
227844,45568,2580757505,https://farm4.staticflickr.com/3077/2580757505_9ca3ea2c0f_o.jpg,And headed back to shore.
227845,45569,2580735309,https://farm4.staticflickr.com/3262/2580735309_85c75a9a6b_o.jpg,We took a trip out on the lake in Uncle Carl's new boat on Thursday.
227846,45569,2580742595,https://farm4.staticflickr.com/3049/2580742595_a66a3b3265_o.jpg,"Uncle Carl, Aunt Louise, and Aunt Myrtle relaxed in the back drinking beers."
227847,45569,2581572326,https://farm4.staticflickr.com/3012/2581572326_ce419af84b_o.jpg,Grandpa drove with little Charles on his lap while his parents looked on.
227848,45569,2580753271,https://farm4.staticflickr.com/3062/2580753271_e270c5833d_o.jpg,We passed the house where Grandpa used to live and he pointed it out to us.
227849,45569,2580757505,https://farm4.staticflickr.com/3077/2580757505_9ca3ea2c0f_o.jpg,It was great to spend time with family!
227850,45570,2582165707,https://farm4.staticflickr.com/3013/2582165707_7cdafd31c9_o.jpg,Our first stop at the local carnival was the face painting booth.
227851,45570,2582174211,https://farm4.staticflickr.com/3151/2582174211_bf6615675b_o.jpg,"Once mine was done, mom got one, too and then we stood and watched my daughter get hers done."
227852,45570,2583010022,https://farm4.staticflickr.com/3175/2583010022_9f39346d8a_o.jpg,She picked a really cute face and we hardly recognized her afterwards.
227853,45570,2582191447,https://farm4.staticflickr.com/3144/2582191447_071750e4a1_o.jpg,Next we looked at crafts while the kids were entertained by the balloon lady.
227854,45570,2583021318,https://farm4.staticflickr.com/3079/2583021318_1e60302c86_o.jpg,The balloon lady was face painted as a clown and the kids loved her.
227855,45571,2582195345,https://farm4.staticflickr.com/3183/2582195345_c2626c75f4_o.jpg,The whole family visited a local fair.
227856,45571,2582996500,https://farm4.staticflickr.com/3058/2582996500_9baa159477_o.jpg,Grandpa was smiling for the photo.
227857,45571,2582188675,https://farm4.staticflickr.com/3074/2582188675_0c7234ef33_o.jpg,Dad doing his best to stay cool in the shade.
227858,45571,2582206265,https://farm4.staticflickr.com/3148/2582206265_616bebb130_o.jpg,The kids enjoyed getting their faces painted.
227859,45571,2582214197,https://farm4.staticflickr.com/3097/2582214197_919446aa2c_o.jpg,Mother and son together.
227860,45572,2582165707,https://farm4.staticflickr.com/3013/2582165707_7cdafd31c9_o.jpg,We were at the fair at a booth.
227861,45572,2582174211,https://farm4.staticflickr.com/3151/2582174211_bf6615675b_o.jpg,Me and my friend both had our faces painted.
227862,45572,2583010022,https://farm4.staticflickr.com/3175/2583010022_9f39346d8a_o.jpg,My little sister had a tiger painted on her.
227863,45572,2582191447,https://farm4.staticflickr.com/3144/2582191447_071750e4a1_o.jpg,John was sitting in a chair by himself. 
227864,45572,2583021318,https://farm4.staticflickr.com/3079/2583021318_1e60302c86_o.jpg,He posed with this lady.
227865,45573,2582165707,https://farm4.staticflickr.com/3013/2582165707_7cdafd31c9_o.jpg,I love going to the art fest.
